fichier,ligne,mot_suspect,original,modernise
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,22,l'allât,"Celadon sans y prendre garde, croyant qu'elle ne l'eust pas veu, & qu'elle l'allast chercher où il avoit accoustumé de l'attendre, r'assemblant ses brebis avec sa houlette, les chassa apres elle, qui desja s'estant assise contre un vieux tronc, le coude appuyé sur le genoüil, la jouë sur la main;","Céladon sans y prendre garde, croyant qu'elle ne l'eût pas vu, et qu'elle l'allât chercher où il avait accoutumé de l'attendre, rassemblant ses brebis avec sa houlette, les chassa après elle, qui déjà s'étant assise contre un vieux tronc, le coude appuyé sur le genou, la joue sur la main;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,24,pensers,tout autre desplaisir n'ayant assez de pouvoir pour luy causer de si tristes & profonds pensers.,tout autre déplaisir n'ayant assez de pouvoir pour lui causer de si tristes et profonds pensers.
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,38,s'allait,"Le lieu où ils estoient assis, estoit un tertre un peu relevé, contre lequel la fureur de l'eau en vain s'alloit rompant, soustenu par en bas d'un rocher tout nud;","Le lieu où ils étaient assis, était un tertre un peu relevé, contre lequel la fureur de l'eau en vain s'allait rompant, soutenu par en bas d'un rocher tout nu;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,40,pensers,"De ce lieu le Berger frappoit dans l'eau du bout de sa houlette, qui ne touchoit point tant de gouttes d'eau, que de divers pensers le venoient assaillir, qui flottans avec l'onde, n'estoient point si tost arrivez qu'ils en estoient chassez par d'autres plus violents.","De ce lieu le Berger frappait dans l'eau du bout de sa houlette, qui ne touchait point tant de gouttes d'eau, que de divers pensers le venaient assaillir, qui flottant avec l'onde, n'étaient point sitôt arrivés qu'ils en étaient chassés par d'autres plus violents."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,60,soulait,"Elle le souloit porter au devant de sa robe pour ageancer son colet, & y attachoit quelquefois des fleurs quand la saison le luy permettoit;","Elle le soulait porter au devant de sa robe pour agencer son collet, et y attachait quelquefois des fleurs quand la saison le lui permettait;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,72,Phillis,"Des-ja Astrée estoit accouruë sur le bord, & voyant ce qu'elle avoit tant aymé, & qu'elle ne pouvoit encor' hayr, estre à son occasion si pres de la mort, se treuva si surprise de frayeur, qu'au lieu de luy donner secours elle tomba esvanoüye, & si pres du bord qu'au premier mouvement qu'elle fist lors qu'elle revint à elle, qui fust long temps apres, elle tomba dans l'eau, en si grand danger, que tout ce que peurent faire quelques Bergers qui se treuverent pres de là, fust de la sauver, avec l'ayde que sa robe luy donna, qui la soustenant sur l'eau, leur donna le loisir de la tirer à bord, mais tant hors de soy qu'ils la porterent en la cabane plus proche, qui se treuva estre de Phillis, où quelques unes de ses compagnes luy changerent ses habits moüillez, sans qu'elle peut parler, tant elle estoit estonnée, & pour le hazard qu'elle avoit couru, & pour la perte de Celadon;","Déjà Astrée était accourue sur le bord, et voyant ce qu'elle avait tant aimé, et qu'elle ne pouvait encore haïr, être à son occasion si près de la mort, se trouva si surprise de frayeur, qu'au lieu de lui donner secours elle tomba évanouie, et si près du bord qu'au premier mouvement qu'elle fit lorsqu'elle revint à elle, qui fut longtemps après, elle tomba dans l'eau, en si grand danger, que tout ce que purent faire quelques Bergers qui se trouvèrent près de là, fut de la sauver, avec l'aide que sa robe lui donna, qui la soutenant sur l'eau, leur donna le loisir de la tirer à bord, mais tant hors de soi qu'ils la portèrent en la cabane plus proche, qui se trouva être de Phillis, où quelques-unes de ses compagnes lui changèrent ses habits mouillés, sans qu'elle pût parler, tant elle était étonnée, et pour le hasard qu'elle avait couru, et pour la perte de Céladon;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,75,Phillis,"Aussi tost que Phillis (qui pour lors n'estoit point chez elle) sceut l'accident arrivé à sa compagne, elle se mist à courir de toute sa force:","Aussitôt que Phillis (qui pour lors n'était point chez elle) sut l'accident arrivé à sa compagne, elle se mit à courir de toute sa force:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,79,parentage,"Ce Berger estoit frere de Celadon, à qui le Ciel l'avoit lié d'un nœud d'amitié beaucoup plus estroit que celuy du parentage, d'autre costé Astrée, & Phillis, outre qu'elles estoient germaines, s'aymoient d'une si estroitte amitié qu'elle meritoit bien d'estre comparée à celle des deux freres.","Ce Berger était frère de Céladon, à qui le Ciel l'avait lié d'un nœud d'amitié beaucoup plus étroit que celui du parentage, d'autre côté Astrée, et Phillis, outre qu'elles étaient germaines, s'aimaient d'une si étroite amitié qu'elle méritait bien d'être comparée à celle des deux frères."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,79,Phillis,"Ce Berger estoit frere de Celadon, à qui le Ciel l'avoit lié d'un nœud d'amitié beaucoup plus estroit que celuy du parentage, d'autre costé Astrée, & Phillis, outre qu'elles estoient germaines, s'aymoient d'une si estroitte amitié qu'elle meritoit bien d'estre comparée à celle des deux freres.","Ce Berger était frère de Céladon, à qui le Ciel l'avait lié d'un nœud d'amitié beaucoup plus étroit que celui du parentage, d'autre côté Astrée, et Phillis, outre qu'elles étaient germaines, s'aimaient d'une si étroite amitié qu'elle méritait bien d'être comparée à celle des deux frères."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,80,Phillis,"Que si Celadon eust de la simpathie avec Astrée, Lycidas n'eust pas moins d'inclination à servir Phillis:","Que si Céladon eut de la sympathie avec Astrée, Lycidas n'eut pas moins d'inclination à servir Phillis:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,81,Phillis,ny Phillis à aymer Lycidas.,ni Phillis à aimer Lycidas.
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,82,soulaient,"De fortune, au mesme temps qu'ils arriverent, Astrée ouvrit les yeux, & certes bien changez de ce qu'ils souloient estre, quand Amour victorieux s'y monstroit triomphant de tout ce qui les voyoit, & qu'ils voyoient.","De fortune, au même temps qu'ils arrivèrent, Astrée ouvrit les yeux, et certes bien changés de ce qu'ils soulaient être, quand Amour victorieux s'y montrait triomphant de tout ce qui les voyait, et qu'ils voyaient."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,85,Phillis,"Quand elle apperceut sa compagne Phillis, ce fut bien lors qu'elle receut un grand eslancement;","Quand elle aperçut sa compagne Phillis, ce fut bien lorsqu'elle reçut un grand élancement;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,88,Phillis,"Ce Berger à ces nouvelles fust si estonné, que sans s'arrester d'avantage il courut sur le lieu avec tous ces Bergers, laissant Astrée & Phillis seules, qui peu apres se mirent à les suivre:","Ce Berger à ces nouvelles fut si étonné, que sans s'arrêter d'avantage il courut sur le lieu avec tous ces Bergers, laissant Astrée et Phillis seules, qui peu après se mirent à les suivre:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,94,linomple,"Lors qu'il estoit entre la mort & la vie, il arriva sur le mesme lieu trois belles Nymphes, dont les cheveux espars, alloient ondoyant sur les espaules, couverts d'une guirlande de diverses perles,le sein descouvert, & les manches de la robe retroussées jusques sur le coude, d'où sortoit un linomple deslié, qui froncé venoit finir aupres de la main, où deux gros bracelets de perles sembloient le tenir attaché.","Lorsqu'il était entre la mort et la vie, il arriva sur le même lieu trois belles Nymphes, dont les cheveux épars, allaient ondoyant sur les épaules, couverts d'une guirlande de diverses perles,le sein découvert, et les manches de la robe retroussées jusque sur le coude, d'où sortait un linomple délié, qui froncé venait finir auprès de la main, où deux gros bracelets de perles semblaient le tenir attaché."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,121,Silvie,"Et vous, Silvie, luy dit-elle, que veut dire, ma mignonne, que vous estes si faineante:","Et vous, Silvie, lui dit-elle, que veut dire, ma mignonne, que vous êtes si fainéante:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,129,d'Isoure,"Et par ce que Galathée eust opinion que c'estoit cestuy-cy dont le Druide luy avoit parlé, elle mesme commença d'ayder à ses compagnes, disant qu'il le falloit porter en son Palais d'Isoure, où elles pourroient mieux le faire secourir.","Et par ce que Galathée eut opinion que c'était celui-ci dont le Druide lui avait parlé, elle-même commença d'aider à ses compagnes, disant qu'il le fallait porter en son Palais d'Isoure, où elles pourraient mieux le faire secourir."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,130,Méril,"Et ainsi, non point sans peine, le porterent jusques où le petit Meril gardoit leur chariot, sur lequel montant toutes trois, Leonide fust celle qui les guida, & pour n'estre veuës avec ceste proye par les gardes du Palais, elles allerent descendre à une porte secrette.","Et ainsi, non point sans peine, le portèrent jusqu'où le petit Méril gardait leur chariot, sur lequel montant toutes trois, Léonide fut celle qui les guida, et pour n'être vues avec cette proie par les gardes du Palais, elles allèrent descendre à une porte secrète."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,134,d'inconsidération,"Elle ne faisoit que d'y arriver autant pleine d'ennuy & d'estonnement, qu'elle l'avoit peu auparavant esté d'inconsideration, & de jalousie.","Elle ne faisait que d'y arriver autant pleine d'ennui et d'étonnement, qu'elle l'avait peu auparavant été d'inconsidération, et de jalousie."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,135,Phillis,"Elle estoit seule, car Phillis voyant revenir Lycidas, estoit allée chercher des nouvelles comme les autres.","Elle était seule, car Phillis voyant revenir Lycidas, était allée chercher des nouvelles comme les autres."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,136,pres,"Ce Berger arrivant, & de lassitude, & de desir de sçavoir comme ce malheur estoit avenu, s'assit pres d'elle, & la prenant par la main, luy dit:","Ce Berger arrivant, et de lassitude, et de désir de savoir comme ce malheur était advenu, s'assit pres d'elle, et la prenant par la main, lui dit:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,140,ententive,"Ou qu'Astrée fut ententive ailleurs, ou que ce discours luy ennuyast, elle n'y fit point de responce, dont Lycidas estonné comme par reproche continua:","Ou qu'Astrée fut ententive ailleurs, ou que ce discours lui ennuyât, elle n'y fit point de réponse, dont Lycidas étonné comme par reproche continua:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,167,désobéie,"tant y a que je ne croy point que vous ayez jamais esté desobeïe de luy, que pour ce seul sujet;","tant y a que je ne crois point que vous ayez jamais été désobéie de lui, que pour ce seul sujet;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,173,bié,"toutefois ayez-en telle croyance qu'il vous plaira, si vous jureray-je qu'il n'y a point deux jours que je le treuvay gravant des vers sur l'escorce de ces arbres, qui sont par delà la grande prairie, à main gauche du bié, & m'assure que si vous y daignez tourner les yeux vous remarquerez que c'est luy qui les y a couppez, car vous recognoissez trop bien ses carracteres, si ce n'est qu'oublieuse de luy, & de ses services passez, vous ayez de mesme perdu la memoire de tout ce qui le touche:","toutefois ayez-en telle croyance qu'il vous plaira, si vous jurerai-je qu'il n'y a point deux jours que je le trouvai gravant des vers sur l'écorce de ces arbres, qui sont par delà la grande prairie, à main gauche du bié, et m'assure que si vous y daignez tourner les yeux vous remarquerez que c'est lui qui les y a coupés, car vous reconnaissez trop bien ses caractères, si ce n'est qu'oublieuse de lui, et de ses services passés, vous ayez de même perdu la mémoire de tout ce qui le touche:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,189,Phillis,elle fist signe à Phillis de le prendre;,elle fit signe à Phillis de le prendre;
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,192,Phillis,"Et parce que la force qu'elle se faisoit en cela estoit tresgrande, & qu'elle ne pouvoit la supporter plus longuement, elle s'aprocha de Phillis, & la pria de ne la point suivre, afin que les autres en fissent de mesme, & luy prenant le chappeau qu'elle tenoit en sa main, elle partit seule & se mist à suivre où ses pas sans eslection la guidoient.","Et parce que la force qu'elle se faisait en cela était très grande, et qu'elle ne pouvait la supporter plus longuement, elle s'approcha de Phillis, et la pria de ne la point suivre, afin que les autres en fissent de même, et lui prenant le chapeau qu'elle tenait en sa main, elle partit seule et se mit à suivre où ses pas sans élection la guidaient."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,193,qu'hormis,"Il n'y avoit guere Berger en la trouppe qui ne sçeust l'affection de Celadon, par-ce que leurs parens par leurs contrarietez, avoient découvert leur recherche, mais elle s'y estoit conduitte avec tant de discretion qu'hormis Semyre & leur[s] plus proches, il n'en y avoit point qui sçeust la bonne volonté qu'elle luy portoit, & encore que l'on cogneut bien que ceste perte l'affligeoit, si l'attribuoit-on plustost à un bon naturel, qu'à un amour (tant profite la bonne opinion que l'on a d'une personne:), ce-pendant elle continuoit son chemin, le long duquel mille pensers, mille desplaisirs, ou plustost mille desespoirs la talonnoient de sorte pas à pas, que quelquefois douteuse, d'autrefois asseurée de l'affection de Celadon, elle ne sçavoit si elle le devoit plaindre, ou se plaindre de luy.","Il n'y avait guère Berger en la troupe qui ne sût l'affection de Céladon, parce que leurs parents par leurs contrariétés, avaient découvert leur recherche, mais elle s'y était conduite avec tant de discrétion qu'hormis Sémyre et leur[s] plus proches, il n'en y avait point qui sût la bonne volonté qu'elle lui portait, et encore que l'on connût bien que cette perte l'affligeait, si l'attribuait-on plutôt à un bon naturel, qu'à un amour (tant profite la bonne opinion que l'on a d'une personne:), cependant elle continuait son chemin, le long duquel mille pensers, mille déplaisirs, ou plutôt mille désespoirs la talonnaient de sorte pas à pas, que quelquefois douteuse, d'autrefois assurée de l'affection de Céladon, elle ne savait si elle le devait plaindre, ou se plaindre de lui."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,193,pensers,"Il n'y avoit guere Berger en la trouppe qui ne sçeust l'affection de Celadon, par-ce que leurs parens par leurs contrarietez, avoient découvert leur recherche, mais elle s'y estoit conduitte avec tant de discretion qu'hormis Semyre & leur[s] plus proches, il n'en y avoit point qui sçeust la bonne volonté qu'elle luy portoit, & encore que l'on cogneut bien que ceste perte l'affligeoit, si l'attribuoit-on plustost à un bon naturel, qu'à un amour (tant profite la bonne opinion que l'on a d'une personne:), ce-pendant elle continuoit son chemin, le long duquel mille pensers, mille desplaisirs, ou plustost mille desespoirs la talonnoient de sorte pas à pas, que quelquefois douteuse, d'autrefois asseurée de l'affection de Celadon, elle ne sçavoit si elle le devoit plaindre, ou se plaindre de luy.","Il n'y avait guère Berger en la troupe qui ne sût l'affection de Céladon, parce que leurs parents par leurs contrariétés, avaient découvert leur recherche, mais elle s'y était conduite avec tant de discrétion qu'hormis Sémyre et leur[s] plus proches, il n'en y avait point qui sût la bonne volonté qu'elle lui portait, et encore que l'on connût bien que cette perte l'affligeait, si l'attribuait-on plutôt à un bon naturel, qu'à un amour (tant profite la bonne opinion que l'on a d'une personne:), cependant elle continuait son chemin, le long duquel mille pensers, mille déplaisirs, ou plutôt mille désespoirs la talonnaient de sorte pas à pas, que quelquefois douteuse, d'autrefois assurée de l'affection de Céladon, elle ne savait si elle le devait plaindre, ou se plaindre de lui."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,195,conduirent,"en ce labyrinthe de diverses pensées, elle alla longuement errante par ce bois, sans nulle élection de chemin, & par fortune, ou par le vouloir du Ciel, qui ne vouloit que l'innocence de Celadon demeurast plus longuement douteuse en son ame, ses pas la conduirent sans y penser le long du petit ruisseau entre les mesmes arbres où Lycidas luy avoit dit estre gravez les vers de Celadon.","en ce labyrinthe de diverses pensées, elle alla longuement errante par ce bois, sans nulle élection de chemin, et par fortune, ou par le vouloir du Ciel, qui ne voulait que l'innocence de Céladon demeurât plus longuement douteuse en son âme, ses pas la conduirent sans y penser le long du petit ruisseau entre les mêmes arbres où Lycidas lui avait dit être gravés les vers de Céladon."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,197,apiécé,"O Dieu comme elle les recogneut pour estre de Celadon, & comme promptement elle y courut pour les lire, mais combien vivement luy toucherent-ils en l'ame, elle s'assit en terre, & mettant en son giron le chappeau & la lettre de Celadon, elle demeura quelque temps les mains jointes ensemble, & les doigts serrez l'un dans l'autre, tenant les yeux sur les reliques qui luy restoient de son Berger, & voyant que le chapeau grossissoit à l'endroit où il avoit accoustumé de mettre ses lettres, quand il vouloit les luy donner secrettement, elle y porta curieusement la main, & passant les doigts dessous la doubleure, rencontra le feutre apiecé, duquel destachant la gance, elle en tira un papier que ce jour mesme Celadon y avoit mis.","Ô Dieu comme elle les reconnut pour être de Céladon, et comme promptement elle y courut pour les lire, mais combien vivement lui touchèrent-ils en l'âme, elle s'assit en terre, et mettant en son giron le chapeau et la lettre de Céladon, elle demeura quelque temps les mains jointes ensemble, et les doigts serrés l'un dans l'autre, tenant les yeux sur les reliques qui lui restaient de son Berger, et voyant que le chapeau grossissait à l'endroit où il avait accoutumé de mettre ses lettres, quand il voulait les lui donner secrètement, elle y porta curieusement la main, et passant les doigts dessous la doublure, rencontra le feutre apiécé, duquel détachant la ganse, elle en tira un papier que ce jour même Céladon y avait mis."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,208,recourre,"de sorte que ne pouvant recourre à autre remede qu'aux larmes, tant pour plaindre Celadon, que pour pleurer sa perte propre, d'un ruisseau de pleurs elle donna commancement à ses regrets:","de sorte que ne pouvant recourre à autre remède qu'aux larmes, tant pour plaindre Céladon, que pour pleurer sa perte propre, d'un ruisseau de pleurs elle donna commencement à ses regrets:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,210,ramentut,"elle se ramenteut la fidelle amitié qu'elle avoit auparavant recogneuë en ce Berger, l'extrémité de son affection, & le desespoir où l'avoit poussé si promptement la rigueur de sa responce:","elle se ramentut la fidèle amitié qu'elle avait auparavant reconnue en ce Berger, l'extrémité de son affection, et le désespoir où l'avait poussé si promptement la rigueur de sa réponse:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,212,Phillis,"D'autre costé Lycidas qui estoit si mal satisfait d'Astrée, qu'il n'en pouvoit presque avec patience souffrir la pensée, se leva d'aupres de Phillis pour ne dire chose contre sa compagne qui luy despleust, & partit l'estomach si enflé, les yeux si couvers de larmes, & le visage si changé, que sa Bergere le voyant en tel estat, & concedant à ce coup quelque chose à son amitié, le suivit, sans craindre ce qu'on pourroit dire d'elle.","D'autre côte Lycidas qui était si mal satisfait d'Astrée, qu'il n'en pouvait presque avec patience souffrir la pensée, se leva d'auprès de Phillis pour ne dire chose contre sa compagne qui lui déplût, et partit l'estomac si enflé, les yeux si couverts de larmes, et le visage si changé, que sa Bergère le voyant en tel état, et concédant à ce coup quelque chose à son amitié, le suivit, sans craindre ce qu'on pourrait dire d'elle."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,216,l'allaient,"Ils l'alloient suivant, & plaignant apres luy, mais ce pitoyable office ne luy estoit qu'un rengregement de douleur.","Ils l'allaient suivant, et plaignant après lui, mais ce pitoyable office ne lui était qu'un rengrégement de douleur."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,216,rengrégement,"Ils l'alloient suivant, & plaignant apres luy, mais ce pitoyable office ne luy estoit qu'un rengregement de douleur.","Ils l'allaient suivant, et plaignant après lui, mais ce pitoyable office ne lui était qu'un rengrégement de douleur."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,220,Phillis,"LYCIDAS & Phillis eussent bien assez eu de curiosité pour s'enquerir de l'ennuy de ce Berger, si le leur propre le leur eust permis;","LYCIDAS et Phillis eussent bien assez eu de curiosité pour s'enquérir de l'ennui de ce Berger, si le leur propre le leur eût permis;"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,229,Tircis,"regarde Tyrcis, regarde Idolatre des morts, & ennemy des vivants, quelle est la perfection de mon amitié, & apprens quelquesfois, apprens à aymer les personnes qui vivent, & non pas celles qui sont mortes, lesquelles apres le dernier Adieu, il faut laisser en repos, & non par des larmes troubler leurs cendres bien-heureuses, & prens garde si tu continuës, de ne voir tomber sur toy la vengeance de ta cruauté & de ton injustice.","regarde Tircis, regarde Idolâtre des morts, et ennemi des vivants, quelle est la perfection de mon amitié, et apprends quelquefois, apprends à aimer les personnes qui vivent, et non pas celles qui sont mortes, lesquelles après le dernier Adieu, il faut laisser en repos, et non par des larmes troubler leurs cendres bienheureuses, et prends garde si tu continues, de ne voir tomber sur toi la vengeance de ta cruauté et de ton injustice."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,232,rengréger,"car pour vous oster, & moy aussi de la peine où nous sommes, je la cherirois plus que ma vie, mais puis que comme si souvent vous m'avez dit, ce ne seroit que rengreger vostre mal.","car pour vous ôter, et moi aussi de la peine où nous sommes, je la chérirais plus que ma vie, mais puisque comme si souvent vous m'avez dit, ce ne serait que rengréger votre mal."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,233,Laonice,"Je vous supplie Laonice rentrez en vous-mesmes, & considerez combien vous avez peu de raison de vouloir deux fois faire mourir ma chere Cleon.","Je vous supplie Laonice rentrez en vous-mêmes, et considérez combien vous avez peu de raison de vouloir deux fois faire mourir ma chère Cléon."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,235,remourir,"Pourquoy cruelle, la voulez-vous faire remourir par l'oubly qu'une nouvelle amour causeroit en mon ame?","Pourquoi cruelle, la voulez-vous faire remourir par l'oubli qu'une nouvelle amour causerait en mon âme?"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,239,Tircis,"Je vous ay dit, qu'en mon cercueil la memoire de ma Cleon vivra parmy mes os, ce que je vous ay dit, je l'ay mille fois juré aux Dieux immortels, & à ceste belle ame qui est avecques eux, & croiriez-vous qu'ils laissassent impuny Tircis, si oublieux de ses sermens il devenoit infidele?","Je vous ai dit, qu'en mon cercueil la mémoire de ma Cléon vivra parmi mes os, ce que je vous ai dit, je l'ai mille fois juré aux Dieux immortels, et à cette belle âme qui est avec eux, et croiriez-vous qu'ils laissassent impuni Tircis, si oublieux de ses serments il devenait infidèle?"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,242,Tircis,"A ces derniers vers ce Berger se trouva si proche de Tyrcis, qu'il peut voir les larmes dont Laonice arrousoit son sein, & parce qu'encores qu'estrangers, ils ne laissoient de se cognoistre, & de s'estre desja pratiquez quelque temps par les chemins:","À ces derniers vers ce Berger se trouva si proche de Tircis, qu'il put voir les larmes dont Laonice arrosait son sein, et parce qu'encore qu'étrangers, ils ne laissaient de se connaître, et de s'être déjà pratiqués quelque temps par les chemins:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,242,Laonice,"A ces derniers vers ce Berger se trouva si proche de Tyrcis, qu'il peut voir les larmes dont Laonice arrousoit son sein, & parce qu'encores qu'estrangers, ils ne laissoient de se cognoistre, & de s'estre desja pratiquez quelque temps par les chemins:","À ces derniers vers ce Berger se trouva si proche de Tircis, qu'il put voir les larmes dont Laonice arrosait son sein, et parce qu'encore qu'étrangers, ils ne laissaient de se connaître, et de s'être déjà pratiqués quelque temps par les chemins:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,243,Laonice,"Ce Berger sçavoit bien quel estoit l'ennuy de Laonice & de Tyrcis, s'adressant donc d'abord à luy, il luy parla de ceste sorte.","Ce Berger savait bien quel était l'ennui de Laonice et de Tircis, s'adressant donc d'abord à lui, il lui parla de cette sorte."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,243,Tircis,"Ce Berger sçavoit bien quel estoit l'ennuy de Laonice & de Tyrcis, s'adressant donc d'abord à luy, il luy parla de ceste sorte.","Ce Berger savait bien quel était l'ennui de Laonice et de Tircis, s'adressant donc d'abord à lui, il lui parla de cette sorte."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,245,Tircis,"Tircis l'oyant parler, se releva pour luy respondre.","Tircis l'oyant parler, se releva pour lui répondre."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,249,Tircis,"Si vous faisiez comme moy, repliqua Tyrcis, vous n'en auriez à plaindre qu'une seule.","Si vous faisiez comme moi, répliqua Tircis, vous n'en auriez à plaindre qu'une seule."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,259,Tircis,"Vous avez raison repliqua Tyrcis, car si à chaque fois que vous vous estes affectionné d'une nouvelle beauté, vous aviez receu une playe incurable, je ne sçay si en tout vostre corps il y auroit plus une place saine, mais aussi vous estes privé de ces douceurs, & de ces felicitez, qu'Amour donne aux vrays amants, & cela miraculeusement (comme toutes ses autres actions) par la mesme blesseure qu'il leur a faite, que si la langue pouvoit bien exprimer, ce que le cœur ne peut entierement gouster, & qu'il vous fust permis d'ouyr les secrets de ce Dieu, je ne croy pas que vous ne renoncissiez à vostre infidelité.","Vous avez raison répliqua Tircis, car si à chaque fois que vous vous êtes affectionné d'une nouvelle beauté, vous aviez reçu une plaie incurable, je ne sais si en tout votre corps il y aurait plus une place saine, mais aussi vous êtes privé de ces douceurs, et de ces félicités, qu'Amour donne aux vrais amants, et cela miraculeusement (comme toutes ses autres actions) par la même blessure qu'il leur a faite, que si la langue pouvait bien exprimer, ce que le cœur ne peut entièrement goûter, et qu'il vous fût permis d'ouïr les secrets de ce Dieu, je ne crois pas que vous ne renonçassiez à votre infidélité."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,261,Tircis,"Sans mentir (dit-il) vous avez raison Tyrcis, de vous mettre du nombre de ceux qu'Amour traitte bien.","Sans mentir (dit-il) vous avez raison Tircis, de vous mettre du nombre de ceux qu'Amour traite bien."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,266,Tircis,& se tournant à la Bergere qui s'estoit plainte de Tyrcis.,et se tournant à la Bergère qui s'était plainte de Tircis.
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,274,rengréger,"Laisse donc-là tes conseils, Hylas, & cesse tes reproches, qui ne peuvent que rengreger mon mal sans espoir d'alegeance:","Laisse donc là tes conseils, Hylas, et cesse tes reproches, qui ne peuvent que rengréger mon mal sans espoir d'allégeance:"
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,275,Tircis,"car je suis tellement toute à Tyrcis, que je n'ay pas mesme à moy ma volonté.","car je suis tellement toute à Tircis, que je n'ai pas même à moi ma volonté."
Urfe1607_Astree_bpt6k87078660_numb_choice_replaceInside_numb_seg_replace.tsv,278,Laonice,"cela mesme respondit Laonice, que me sert l'amitié & le service que je rends à ce Berger.","cela même répondit Laonice, que me sert l'amitié et le service que je rends à ce Berger."
